National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Entangled Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate
NW-2016-1193351,MKH2016-003,16NWR04077,Confirmed- Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Quinton Thompson,Makah Fisheries Management,Makah Fisheries Management,NW,,Neah Bay,Clallam,WA,Pacific Ocean,South end of Hobuck Beach,48.3326,dd.dddd,estimate,125,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,N,N,2016-APR-24,2016,APR,24,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,203,cm,actual,,,
NW-2016-1193370,MKH2016-025,16NWR10042,Confirmed- Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,,Neah Bay,Clallam,WA,Pacific Ocean,Tsoo-Yess Beach,48.312,dd.dddd,estimate,125,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,N,2016-OCT-17,2016,OCT,17,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,170,cm,estimate,,,
NW-2016-1186954,16-CM-003,16NWR06002,Confirmed - Medium Report,"Sea lion, unidentified",,,Validated,Olympic Nat. Park,Olympic National Park,Olympic National Park,NW,United States,Ozette,Clallam,WA,Pacific Ocean,Cape Alava trail head,48.16625,decimal degrees,estimate,124.733147,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,,,CBD,N,N,N,2016-JUN-07,2016,JUN,7,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,102,in,estimate,,,
NW-2016-1186955,16-CM-004,16NWR06003,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Olympic Nat. Park,Olympic National Park,Olympic National Park,NW,United States,Ozette,Clallam,WA,Pacific Ocean,60 yards north of Cape Alava trail head,48.167256,decimal degrees,estimate,124.732804,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-JUN-07,2016,JUN,7,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,42,in,estimate,,,
NW-2016-1186456,16-CM-002,16NWR06001,Confirmed - Medium Report,"Sea lion, unidentified",,,Validated,Olympic Nat. Park,Olympic National Park,Olympic National Park,NW,United States,Ozette,Clallam,WA,Pacific Ocean,"North of Cape Alava, just south of abandoned ranger station",48.167442,decimal degrees,estimate,124.732675,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,,,CBD,N,N,N,2016-JUN-01,2016,JUN,1,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,72,in,estimate,300,lb,estimate
NW-2016-1192102,16-CM-010,16NWR10020,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Kari Williamson,COASST,COASST,NW,United States,Puk Point,Clallam,WA,Pacific Ocean,"just north of Seafield Creek, 1 1/2 mile N. of Ozette River",48.183544,decimal degrees,estimate,124.706265,decimal degrees,estimate,Internet,N,,N,,N,N,N,N,N,N,,N,,,,,CBD,N,N,N,2016-OCT-25,2016,OCT,25,Beach or Land,Fresh Dead,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,96,in,estimate,,,
NW-2016-1190411,16-CM-006,16NWR07038,Confirmed - Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Kari Williamson,COASST,COASST,NW,United States,,Clallam,WA,Pacific Ocean,200m North of Seafield Creek,48.208561,decimal degrees,estimate,124.69214,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-JUL-25,2016,JUL,25,,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,,,
NW-2016-1190408,16-CM-004,16NWR07036,Confirmed - Medium Report,"Sea lion, California",Zalophus,californianus,OPEN,Kari Williamson,COASST,COASST,NW,United States,,Clallam,WA,Pacific Ocean,200m North of Seafield Creek,48.208561,decimal degrees,estimate,124.69214,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-JUL-25,2016,JUL,25,,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,,,
NW-2016-1190410,16-CM-005,16NWR07037,Confirmed - Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Kari Williamson,COASST,COASST,NW,United States,,Clallam,WA,Pacific Ocean,200m North of Seafield Creek,48.208561,decimal degrees,estimate,124.69214,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-25,2016,JUL,25,,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,,,
NW-2016-1190271,16-CM-003,16NWR07035,Confirmed - Medium Report,"Seal, northern elephant",Mirounga,angustirostris,Validated,Network Volunteer,COASST,COASST,NW,United States,Clallam Bay,Clallam,WA,Pacific Ocean,Norwegian memorial beach,48.023126,decimal degrees,estimate,124.680915,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-24,2016,JUL,24,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,173,cm,actual,,,
NW-2016-1191769,HMSC16-09-23-Ej,16NWR09042,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Sixes,Curry,OR,Pacific Ocean,Sixes River in the Cape Blanco State Park,42.8521,dd.dddd,,124.54436,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-23,2016,SEP,23,Beach or Land,Advanced Decomposition,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,96,cm,actual,0,lb,estimate
NW-2016-1191767,HMSC16-09-19-Mn,16NWR09040,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Langlois,Curry,OR,Pacific Ocean,just north of Blacklock Point,42.880235,dd.dddd,,124.525937,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-SEP-19,2016,SEP,19,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,360,in,estimate,0,lb,estimate
NW-2016-1192708,HMSC16-04-12-Uc,16NWR04072,Confirmed - Minimum,unidentified cetacean,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Port Orford,Curry,OR,Pacific Ocean,off Tichenor Rock,42.730322,dd.dddd,,124.512524,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-APR-12,2016,APR,12,Floating,Condition Unknown,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1188699,HMSC16-06-14-At,16NWR06034,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"north of Flores Lake, next to New River",42.90842,dd.dddd,,124.5061,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-14,2016,JUN,14,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,YEARLING,95,cm,actual,0,lb,estimate
NW-2016-1191712,HMSC16-08-01-Er,16NWR08043,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Langlois,Curry,OR,Pacific Ocean,New River Spit,42.91824,dd.dddd,,124.499969,dd.dddd,,GPS,N,,N,,N,N,Y,Y,N,N,,N,,,N,,Y,N,N,N,2016-AUG-01,2016,AUG,1,Beach or Land,Moderate Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,823,cm,actual,0,lb,estimate
NW-2016-1192681,HMSC16-10-28-Sc,16NWR10029,Confirmed - High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Port Orford,Curry,OR,Pacific Ocean,"dock beach or ""dog beach""",42.74116,dd.dddd,,124.49789,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-OCT-28,2016,OCT,28,Floating,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,222,cm,actual,0,lb,estimate
NW-2016-1188749,HMSC16-05-28-At-2,16NWR05058,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Langlois,Curry,OR,Pacific Ocean,"about 1 mile north of Floras Lake, adjacent to New River",42.922836,dd.dddd,,124.496622,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAY-28,2016,MAY,28,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1191713,HMSC16-08-01-Ej,16NWR08044,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Langlois,Curry,OR,Pacific Ocean,New River spit,42.944454,dd.dddd,,124.484835,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-AUG-01,2016,AUG,1,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,0,lb,estimate
NW-2016-1188698,HMSC16-06-14-At-2,16NWR06033,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"north of Flores Lake, next to New River",42.977259,dd.dddd,,124.468419,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-14,2016,JUN,14,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,YEARLING,85,cm,estimate,0,lb,estimate
NW-2016-1188721,HMSC16-05-01-Ma,16NWR05045,Confirmed - High Report,"Seal, northern elephant",Mirounga,angustirostris,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,adjacent to New River,43.00898,dd.dddd,,124.45587,dd.dddd,,GPS,N,,N,,N,N,Y,N,N,N,,Y,rope wrapped tightly around base of hind flippers; unknown were line was attached pre or post-mortem,,N,,Y,N,N,N,2016-MAY-01,2016,MAY,1,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,156,in,estimate,0,lb,estimate
NW-2016-1188711,HMSC16-05-24-At,16NWR05040,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,adjacent to New River,43.00607,dd.dddd,,124.45582,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAY-24,2016,MAY,24,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1188725,HMSC16-05-01-Pv,16NWR05049,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,adjacent to New River,43.01052,dd.dddd,,124.45561,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-01,2016,MAY,1,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1191774,HMSC16-09-25-Pp,16NWR09047,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,New River Bandon Beach area,43.03154,dd.dddd,,124.44791,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-SEP-25,2016,SEP,25,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,36,in,estimate,0,lb,estimate
NW-2016-1188552,HMSC16-06-02-Uc,16NWR06014,Confirmed - High Report,UNIDENTIFIED DELPHINID,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,approximately 1 mile south of the mouth of New River,43.031989,dd.dddd,,124.447778,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JUN-02,2016,JUN,2,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,0,cm,estimate,0,lb,estimate
NW-2016-1192973,JdF25Nov16A,16NWR11028,Confirmed - Medium Report,"Sea lion, California",Zalophus,californianus,Validated,Public,Feiro Marine Life Center,Feiro Marine Life Center,NW,United States,,Clallam,WA,Pacific Ocean,South of Shipwreck Point near a small creek,48.311667,decimal degrees,estimate,124.443889,decimal degrees,estimate,Map,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-NOV-25,2016,NOV,25,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,220,cm,actual,,,
NW-2016-1188573,HMSC16-06-10-At,16NWR06026,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,China Creek,43.072347,dd.dddd,,124.436823,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-10,2016,JUN,10,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1188632,HMSC16-05-13-Pv-2,16NWR05018,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"Coquille Point, Elephant Rock",43.113833,dd.dddd,,124.436795,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAY-10,2016,MAY,10,Beach or Land,Alive,Fresh Dead,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,24,in,estimate,0,lb,estimate
NW-2016-1188635,HMSC16-05-13-Er,16NWR05021,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"south of Devil's Kitchen, north of China Creek",43.076743,dd.dddd,,124.43669,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-MAY-13,2016,MAY,13,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,740,cm,actual,0,lb,estimate
NW-2016-1193657,HMSC16-01-15-Pv,16NWR01038,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,United States,Bandon,Coos,OR,Pacific Ocean,Coquille Point,43.113903,decimal degrees,,124.436578,decimal degrees,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JAN-15,2016,JAN,15,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1188696,HMSC16-05-23-At-2,16NWR05036,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,Bandon Beach,43.07294,dd.dddd,,124.43624,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-MAY-23,2016,MAY,23,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,YEARLING,0,cm,estimate,0,lb,estimate
NW-2016-1188582,HMSC16-07-03-Up-2,16NWR07003,Confirmed - Minimum,unidentified pinniped,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Gold Beach,Curry,OR,Pacific Ocean,Bailey Beach,42.436848,dd.dddd,,124.435504,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-03,2016,JUL,3,Beach or Land,Advanced Decomposition,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate
NW-2016-1181538,HMSC16-01-18-Zc,16NWR01010,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,just north of the China Creek access,43.07476,dd.dddd,,124.43525,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JAN-18,2016,JAN,18,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,185,cm,actual,0,lb,estimate
NW-2016-1191771,HMSC16-09-24-Pv,16NWR09044,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"just south of the large on shore rock, south of Johnson Creek",43.08936,dd.dddd,,124.43513,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-24,2016,SEP,24,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1192711,HMSC16-04-19-Ma,16NWR04075,Confirmed - High Report,"Seal, northern elephant",Mirounga,angustirostris,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"near #153 sign, south of Windermere",43.088508,dd.dddd,,124.435127,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-APR-19,2016,APR,19,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1193662,HMSC16-12-24-Pv,16NWR12042,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"Devil's Kitchen, south of the west access, in front of the headland rocks",43.082044,dd.dddd,,124.435087,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-DEC-24,2016,DEC,24,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1188631,HMSC16-05-10-At,16NWR05017,Confirmed - High Report,"Seal, Guadalupe fur",Arctocephalus,townsendi,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,just north of Coquille Point,43.11534,dd.dddd,,124.43497,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-MAY-10,2016,MAY,10,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,YEARLING,88,cm,actual,0,lb,estimate
NW-2016-1188741,HMSC16-04-12-Ma-2,16NWR04049,Confirmed - High Report,"Seal, northern elephant",Mirounga,angustirostris,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"Coquille Point, just north of the stairs",43.113165,dd.dddd,,124.434956,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-APR-12,2016,APR,12,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate
NW-2016-1191778,HMSC16-10-05-Pv,16NWR10012,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"near Crooked Creek, south of Devil's Kitchen",43.08102,dd.dddd,,124.43494,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-05,2016,OCT,5,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,93,cm,actual,0,lb,estimate
NW-2016-1181531,HMSC16-01-02-Ej,16NWR01003,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,just south of the 8th St access,43.11559,dd.dddd,,124.4349,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-JAN-02,2016,JAN,2,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,177,cm,actual,0,lb,estimate
NW-2016-1188574,HMSC16-06-11-Pv,16NWR06027,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,"just north of Face Rock, south of Coquille Point",43.109354,dd.dddd,,124.43471,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-11,2016,JUN,11,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,60,in,estimate,0,lb,estimate
NW-2016-1193656,HMSC16-01-02-Up,16NWR01037,Confirmed - High Report,UNIDENTIFIED OTARIID,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,United States,Bandon,Coos,OR,Pacific Ocean,several yards south of the Coquille Point stairs at the end of 8th St,43.116053,decimal degrees,,124.43461,decimal degrees,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-JAN-02,2016,JAN,2,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,72,in,estimate,0,lb,estimate
NW-2016-1192687,HMSC16-11-08-Zc,16NWR11015,Confirmed - High Report,"Sea lion, California",Zalophus,californianus,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,,Bandon,Coos,OR,Pacific Ocean,just south of Johnson Creek,43.09084,dd.dddd,,124.43401,dd.dddd,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-NOV-08,2016,NOV,8,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,84,cm,estimate,0,lb,estimate
