National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Entangled Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate
NW-2016-1190948,EJC_2016_015,16NWR09002,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Cape George Colony Marina,48.10188,decimal degrees,actual,122.88468,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-06,2016,SEP,6,Beach or Land,Fresh Dead,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,37,cm,actual,,,
NW-2016-1188743,PSU16-04-15-Ej,16NWR04051,Confirmed - High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,,Kalama,Cowlitz,WA,Columbia River,off Sportsmens Club Road,46.03741,dd.dddd,estimate,122.87378,dd.dddd,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-APR-15,2016,APR,15,Floating,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,0,cm,estimate,0,kg,estimate
NW-2016-1189954,EJC_2016_007,16NWR06049,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Marine Mammal Stranding Center,NW,United States,Quilcene,Jefferson County,WA,Pacific Ocean,Herb Beck Marina,47.800822,decimal degrees,estimate,122.867391,decimal degrees,estimate,Internet,N,,N,,N,N,Y,N,N,N,,Y,Rescued from drowning,,N,,N,N,N,N,2016-JUN-25,2016,JUN,25,Swimming,Alive,Alive,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,,MALE,,0,cm,estimate,0,kg,estimate
NW-2016-1190531,EJC_2016_012,16NWR08005,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Marine Mammal Stranding Center,NW,United States,Coyle,Jefferson County,WA,Pacific Ocean,Zelatched Pt. Dabob Bay,47.702278,decimal degrees,estimate,122.836639,decimal degrees,estimate,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-AUG-18,2016,AUG,18,Floating,Advanced Decomposition,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,,0,cm,estimate,0,kg,estimate
NW-2016-1190530,EJC_2016_011,16NWR08004,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Marine Mammal Stranding Center,NW,United States,Coyle,Jefferson County,WA,Pacific Ocean,Zelatched Pt. Dabob Bay,47.711694,decimal degrees,estimate,122.8235,decimal degrees,estimate,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-AUG-18,2016,AUG,18,Beach or Land,Advanced Decomposition,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,,0,cm,estimate,0,kg,estimate
NW-2016-1191491,EJC_2016_022,16NWR10002,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Discovery Bay,48.05361111,decimal degrees,actual,122.815,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-11,2016,OCT,11,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,90,cm,actual,,,
NW-2016-1191785,PSU16-06-14-UnkSeaLion,16NWR06086,Confirmed - High Report,UNIDENTIFIED OTARIID,,,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Ridgefield,Cowlitz,WA,Columbia River,"Bachelor Island between wing dams 1 & 2, Ridgefield National Wildlife Refuge",45.80463,decimal degrees,estimate,122.7857,decimal degrees,,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,N,N,2016-JUN-14,2016,JUN,14,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,0,cm,estimate,0,kg,estimate
NW-2016-1192140,PSU16-09-27-Pv,16NWR09064,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,D. Duffield,Portland State University,Portland State University,NW,United States,Woodland,Cowlitz,WA,Pacific Ocean,"Columbia River, at Austin Point in front of West Coast Training facility at 3805 Dike Road",45.86283,decimal degrees,estimate,122.78103,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,N,N,N,2016-SEP-27,2016,SEP,27,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,0,cm,estimate,,,
NW-2016-1190842,EJC_2016_013,16NWR09001,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Fort Worden State Park Pier,48.13013,decimal degrees,actual,122.78093,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-SEP-02,2016,SEP,2,Floating,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,kg,estimate
NW-2016-1193678,16Pv10JulWH-9,16NWR07132,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Alysha Elsby,,Whatcom Marine Mammal Stranding Network,NW,United States,Blaine,Whatcom,WA,Pacific Ocean,Semiahmoo near Haul out site on south part of Semiahmoo spit.,48.986608,decimal degrees,actual,122.778347,decimal degrees,actual,Map,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-10,2016,JUL,10,Beach or Land,Alive,Fresh Dead,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,,FEMALE,PUP/CALF,24,in,actual,20,lb,actual
NW-2016-1193693,16Pv29JulWH-18,16NWR07142,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Andrew Frederickson,Whatcom Marine Mammal Stranding Network,Whatcom Marine Mammal Stranding Network,NW,United States,,Whatcom,WA,Pacific Ocean,In front of BP Heron Building at Birch Bay State Park.,48.90365,decimal degrees,actual,122.771427,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,N,,Y,People were putting it in water.,,N,,N,N,N,N,2016-JUL-29,2016,JUL,29,,Alive,Alive,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,,34,in,actual,25,lb,actual
NW-2016-1191968,EJC_2016_025,16NWR11002,Confirmed - Medium Report,"Sea lion, California",Zalophus,californianus,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,100 yards south of the Marine Exhibit of the Port Townsend Marine Science Center at the entrance to the Puget sound.,48.133008,decimal degrees,actual,122.762452,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,N,,N,N,N,N,2016-NOV-07,2016,NOV,7,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,SUBADULT,98,in,actual,,,
NW-2016-1192021,EJC_2016_027,16NWR11003,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Two hundred yards north of PTMSC Marine Exhibit,48.1387,decimal degrees,actual,122.7604,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,N,N,N,2016-NOV-09,2016,NOV,9,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,88,cm,actual,,,
NW-2016-1193706,16Pv21SepWH-28,16NWR09109,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Kathy Elliot,,Whatcom Marine Mammal Stranding Network,NW,United States,Blaine,Whatcom,WA,Pacific Ocean,Birch Bay 8210 Birch Bay Drive,48.940862,decimal degrees,actual,122.759771,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-21,2016,SEP,21,,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,,40,in,estimate,30,lb,estimate
NW-2016-1191365,EJC_2016_019,16NWR09029,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,200 m west of Point Wilson Lighthouse,48.143957,decimal degrees,estimate,122.757279,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-SEP-26,2016,SEP,26,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,37,in,actual,,,
NW-2016-1192022,EJC_2016_028,16NWR11004,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,1/3 mile north of PTMSC Marine Exhibit Pier,48.141,decimal degrees,estimate,122.757,decimal degrees,estimate,Map,N,,N,,N,N,CBD,N,N,N,,N,,,,,,N,N,N,2016-NOV-09,2016,NOV,9,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,110,cm,actual,,,
NW-2016-1187593,2016-SJ009,16NWR06010,Confirmed- Medium Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,Orcas Island,San Juan,WA,Pacific Ocean,Kangaroo Point; 326 Sea Cliff Road,48.6497,decimal degrees,actual,122.7549,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-04,2016,JUN,4,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,105,cm,estimate,,,
NW-2016-1192190,EJC_2016_029,16NWR11011,Confirmed - Minimum,"Sea lion, California",Zalophus,californianus,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Point Wilson,48.1442,decimal degrees,actual,122.7547,decimal degrees,actual,Internet,N,,N,,N,N,N,N,N,N,,N,,,N,,,N,N,N,2016-NOV-17,2016,NOV,17,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,123,cm,actual,,,
NW-2016-1191066,EJC_2016_016,16NWR09003,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Point Wilson Lighthouse at Fort Worden State Park,48.1422,decimal degrees,actual,122.7539,decimal degrees,actual,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-SEP-14,2016,SEP,14,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,91,cm,actual,,,
NW-2016-1191366,EJC_2016_020,16NWR09030,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Point Wilson Lighthouse,48.143826,decimal degrees,estimate,122.753836,decimal degrees,estimate,Internet,N,,N,,N,N,Y,Y,N,N,,N,,,N,,N,N,N,N,2016-SEP-28,2016,SEP,28,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,38,in,actual,,,
NW-2016-1191951,EJC_2016_024,16NWR11001,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Fort Flagler State Park,Jefferson County,WA,Pacific Ocean,Near North end of Marrowstone Island,48.119444,decimal degrees,actual,122.744722,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,N,N,N,2016-NOV-01,2016,NOV,1,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,,51,in,estimate,,,
NW-2016-1193798,16Pv01AugWH-22,16NWR08123,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Rick Wood,,Whatcom Marine Mammal Stranding Network,NW,United States,Blaine,Whatcom,WA,Pacific Ocean,Semiahmoo Bay,48.9886729,decimal degrees,actual,122.7358261,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,,N,N,N,2016-AUG-01,2016,AUG,1,,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,36,in,actual,35,lb,estimate
NW-2016-1193763,16Pv06OctWH-32,16NWR10070,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,VIctoria Souze,,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,Whatcom,WA,Pacific Ocean,Franks Beach. West Side of Lummi Island,48.723943,decimal degrees,actual,122.721943,decimal degrees,actual,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-06,2016,OCT,6,,Alive,Alive,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,,FEMALE,,36,in,actual,60,lb,actual
NW-2016-1193808,16Pp18AugWH-3,16NWR08124,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Kelsey McLane,,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,Whatcom,WA,Pacific Ocean,"West Side, Rosario Strait, Franks Beach",48.723943,decimal degrees,actual,122.721943,decimal degrees,actual,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-AUG-18,2016,AUG,18,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,39,in,actual,40,lb,estimate
NW-2016-1193769,16Pv19NovWH-37,16NWR11049,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Kelsey McLane,,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,Whatcom,WA,Pacific Ocean,WEst Side of Lummi Island on a county beach that is on Rosario Strait,48.743611,decimal degrees,actual,122.716944,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,N,,Y,See notes,,N,,CBD,N,N,N,2016-NOV-19,2016,NOV,19,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,,40,in,estimate,,,
NW-2016-1193691,16Pv29JulWH-17,16NWR07141,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,VIctoria Souze,Whatcom Marine Mammal Stranding Network,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,Whatcom,WA,Pacific Ocean,Rosario Strait 2822 West Shore Drive,48.745219,decimal degrees,actual,122.716146,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,N,,Y,Pups were on beach amid fireworks and campfire. Party all weekend.,,N,,N,N,N,N,2016-JUL-29,2016,JUL,29,,Alive,Alive,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,,FEMALE,PUP/CALF,34,in,actual,26,lb,actual
NW-2016-1193690,16Pv29JulWH-16,16NWR07140,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,VIctoria Souze,,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,Whatcom,WA,Pacific Ocean,Rosario Strait 2822 West Shore Drive,48.745219,decimal degrees,actual,122.716146,decimal degrees,,GPS,N,,N,,N,N,Y,N,N,N,,Y,Party and fireworks on beach all week.,,N,,N,N,N,N,2016-JUL-16,2016,JUL,16,Beach or Land,Alive,Alive,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,,MALE,PUP/CALF,38,in,actual,27.5,lb,actual
NW-2016-1193821,16Pp25SepWH-6,16NWR09114,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Jenny Ladd,,Whatcom Marine Mammal Stranding Network,NW,United States,Ferndale,Whatcom,WA,Pacific Ocean,4111 Sucia Drive,48.791532,decimal degrees,actual,122.711218,decimal degrees,actual,Internet,N,,N,,N,N,N,N,N,N,,N,,,N,,CBD,N,N,N,2016-SEP-25,2016,SEP,25,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,YEARLING,138,cm,actual,,,
NW-2016-1193676,16Pv06JulWH-7,16NWR07130,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,VIctoria Souze,,Whatcom Marine Mammal Stranding Network,NW,United States,,Whatcom,WA,Pacific Ocean,"Lummi Island, Rosario Strait, West Side of Island",48.74666,decimal degrees,actual,122.7108,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,N,,Y,Beach goers around pup all day and night,,N,,N,N,N,N,2016-JUL-06,2016,JUL,6,,Alive,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,,UNKNOWN,PUP/CALF,24,in,actual,25,lb,actual
NW-2016-1193087,16Pv27SepWI-11,16NWR09066,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey island,Island,WA,Pacific Ocean,"Coupeville, Penn Cove, Rolling Hills, Monroe landing access",48.238,decimal degrees,estimate,122.706,decimal degrees,estimate,Map,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-SEP-27,2016,SEP,27,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,SUBADULT,96,cm,actual,27,kg,estimate
NW-2016-1193683,16Pv18JulWH-13,16NWR07137,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Alysha Elsby,,Whatcom Marine Mammal Stranding Network,NW,United States,Ferndale,Whatcom,WA,Pacific Ocean,Lummi Reserve Bay Lummi Bay SE of Sandy Point on reservation.,48.7934,decimal degrees,actual,122.7043,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,N,N,N,2016-JUL-18,2016,JUL,18,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,FEMALE,,35,in,actual,22,lb,estimate
NW-2016-1191596,EJC_2016_023,16NWR10004,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,,Jefferson County,WA,Pacific Ocean,,47.826,decimal degrees,actual,122.7,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-OCT-22,2016,OCT,22,Beach or Land,Moderate Decomposition,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,42,in,estimate,,,
NW-2016-1187386,EJC_2016_004,16NWR06007,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),,Marine Mammal Stranding Center,NW,United States,,Jefferson,WA,Pacific Ocean,Fort Flagler State Park,48.098996,decimal degrees,estimate,122.690105,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-JUN-14,2016,JUN,14,Beach or Land,Fresh Dead,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,0,cm,estimate,0,kg,estimate
NW-2016-1193677,16Pv03JulWH-6,16NWR07131,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,Kelsey McLane,,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,Whatcom,WA,Pacific Ocean,Rosario Strait At the base of beach stairs at vacation rental,48.698413,decimal degrees,actual,122.684547,decimal degrees,,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-03,2016,JUL,3,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,34,in,actual,20,lb,estimate
NW-2016-1193113,16Pv01JunWI-01,16NWR06094,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,Island,WA,Pacific Ocean,"Admiralry Inlet, Camp Casey beach",48.164,decimal degrees,estimate,122.683,decimal degrees,estimate,Map,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-01,2016,JUN,1,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,150,cm,estimate,120,kg,estimate
NW-2016-1190596,EJC_2016_010,16NWR08006,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Marine Mammal Stranding Center,NW,United States,Port Ludlow,Jefferson County,WA,Pacific Ocean,Close to Ludlow Beach Club,47.926567,decimal degrees,estimate,122.681392,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-AUG-26,2016,AUG,26,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,UNKNOWN,142,cm,actual,0,kg,estimate
NW-2016-1193714,16Pv31JulWH-20,16NWR07145,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,OPEN,David Orsatti,,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Indian Reservation,Whatcom,WA,Pacific Ocean,On south side of ferry terminal on the beach.,48.732019,decimal degrees,actual,122.6696,decimal degrees,actual,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-31,2016,JUL,31,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,55,in,actual,250,lb,actual
NW-2016-1192089,EJC_2016_026,16NWR11010,Confirmed - Minimum,"Sea lion, California",Zalophus,californianus,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Ludlow,Jefferson County,WA,Pacific Ocean,100 feet north of old ferry dock,47.8328704,decimal degrees,actual,122.668747,decimal degrees,actual,Map,N,,N,,N,N,N,N,N,N,,N,,,N,,,N,N,N,2016-NOV-08,2016,NOV,8,,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,88,in,actual,600,lb,estimate
NW-2016-1190450,WDFW2016-086,16NWR08003,Confirmed - High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,United States,Bainbridge Island,Kitsap,WA,Pacific Ocean,290 Shannon St. city dock,47.6015,decimal degrees,actual,122.619,decimal degrees,actual,GPS,N,,N,,N,N,Y,N,N,N,,Y,,,N,,Y,Y,N,N,2016-AUG-02,2016,AUG,2,Beach or Land,Alive,Alive,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,,FEMALE,PUP/CALF,32,in,actual,6.7,kg,actual
